task_id,project_id,milestone_id,task_name,description,assigned_to,start_date,end_date,status,priority,estimated_hours
TSK-PRJ-019-005,PRJ-019,a05f36c8,Us field high nothing,Best happy position wife.,EMP-0047,2027-09-08,2027-09-08,Review,Low,8
TSK-PRJ-019-006,PRJ-019,266c47fb,Build PM weight society,Company both right lay though reason event.,EMP-0129,2026-06-19,2026-08-02,Not Started,Low,24
TSK-PRJ-019-007,PRJ-019,21aea39b,Huge help also,Store include win officer analysis as.,EMP-0150,2027-10-06,2027-10-26,In Progress,High,4
TSK-PRJ-019-008,PRJ-019,a05f36c8,Ready special yet analysis,Because happen star name health top.,EMP-0013,2027-09-18,2027-09-19,Review,Medium,40
TSK-PRJ-019-009,PRJ-019,a05f36c8,Sport seem manager,Game plan seat surface off with society station.,EMP-0047,2027-08-30,2027-09-06,Blocked,Low,16
TSK-PRJ-019-010,PRJ-019,c4acb57d,Professor clearly dinner report friend bring,Nature house prevent hotel officer seek.,EMP-0237,2025-11-12,2025-12-06,Completed,Medium,16
TSK-PRJ-019-011,PRJ-019,6b69b4ae,Throw wide son,Certain authority wear drop image stay my.,EMP-0180,2027-02-16,2027-02-20,Review,High,8
TSK-PRJ-019-012,PRJ-019,2dca365a,Attack laugh budget,Product action our gas heart field.,EMP-0135,2026-09-19,2026-10-07,Not Started,Medium,16
TSK-PRJ-019-013,PRJ-019,a05f36c8,Send show institution onto thing,Yes here while service beautiful edge begin.,EMP-0177,2027-08-24,2027-09-15,Review,High,40
TSK-PRJ-019-014,PRJ-019,c4acb57d,Alone finally since take describe improve,Raise order push. Very know maybe.,EMP-0056,2025-12-05,2026-02-01,Review,Low,16
TSK-PRJ-019-015,PRJ-019,c4acb57d,Total fall clear face,Interview rather why baby lot eat.,EMP-0154,2026-01-01,2026-01-24,Completed,High,4
TSK-PRJ-019-016,PRJ-019,6b69b4ae,Director know red treatment big cause,Industry almost job reduce.,EMP-0001,2027-01-07,2027-03-04,Not Started,Low,8
TSK-PRJ-019-017,PRJ-019,a05f36c8,Trade then building class,Old break always dark.,EMP-0123,2027-07-25,2027-09-12,Review,Low,4
TSK-PRJ-019-018,PRJ-019,21aea39b,One across they case,Team song country listen long.,EMP-0039,2027-10-02,2027-11-21,Review,Medium,80
TSK-PRJ-019-019,PRJ-019,266c47fb,Tax certainly set,Message would not east send style gun.,EMP-0086,2026-05-31,2026-06-14,Review,Medium,8
TSK-PRJ-019-020,PRJ-019,90c40e45,Public us hospital paper,Security camera past so thousand.,EMP-0172,2026-03-27,2026-03-29,Review,Low,16
TSK-PRJ-019-021,PRJ-019,90c40e45,At be through certainly political,Everyone exactly practice would game student.,EMP-0115,2026-04-16,2026-04-17,Review,Medium,8
TSK-PRJ-019-022,PRJ-019,2dca365a,Produce off light before majority garden,Trade not give fill stay military.,EMP-0010,2026-11-27,2026-12-04,Blocked,Low,16
TSK-PRJ-019-023,PRJ-019,90c40e45,Couple rather Republican need,Something ok community right then.,EMP-0146,2026-05-05,2026-05-23,In Progress,Low,16
TSK-PRJ-019-024,PRJ-019,2dca365a,Hot response usually learn,Chair paper education whom spend worker.,EMP-0013,2026-10-17,2026-11-22,Blocked,High,24
TSK-PRJ-019-025,PRJ-019,6b69b4ae,On everyone note current anything into,Other live hit budget Congress guess soon.,EMP-0099,2027-01-22,2027-03-07,Blocked,Low,16
TSK-PRJ-020-001,PRJ-020,a73d2746,Six understand rather,Always produce art born with.,EMP-0071,2024-08-10,2024-08-13,Completed,High,8
TSK-PRJ-020-002,PRJ-020,4c66aa4d,Charge network first detail,Data pattern west before science without.,EMP-0045,2024-09-02,2024-09-06,Completed,Low,4
TSK-PRJ-020-003,PRJ-020,9ea8fcb1,Truth evidence about provide,Often outside hit degree beyond bank.,EMP-0083,2024-07-21,2024-07-23,Completed,Medium,40
TSK-PRJ-020-004,PRJ-020,0178de26,Job themselves garden again medical hold,Paper health region over recognize help.,EMP-0035,2024-05-30,2024-06-03,Completed,Low,80
TSK-PRJ-020-005,PRJ-020,ac0e1f71,Rather none population,Laugh son home generation.,EMP-0014,2024-09-25,2024-09-30,Completed,Medium,80
TSK-PRJ-020-006,PRJ-020,2d6b5953,Long collection table population,Director find minute discussion.,EMP-0228,2024-10-09,2024-10-17,Completed,High,16
TSK-PRJ-020-007,PRJ-020,ac0e1f71,Nature walk thus door,Owner baby significant especially situation.,EMP-0106,2024-09-28,2024-09-29,Completed,High,40
TSK-PRJ-020-008,PRJ-020,9ea8fcb1,Short message again mean,Hour cold light suffer.,EMP-0059,2024-07-07,2024-07-14,Completed,Medium,24
TSK-PRJ-020-009,PRJ-020,9f601d17,Require class paper,Attack help a.,EMP-0052,2024-05-06,2024-05-23,Completed,High,40
TSK-PRJ-020-010,PRJ-020,2d6b5953,Skill officer study if edge,Cold teach call already available yes.,EMP-0185,2024-10-18,2024-10-24,Completed,High,80
TSK-PRJ-020-011,PRJ-020,68ffae17,Democratic simple seek,Tend so see power few each administration.,EMP-0171,2024-06-26,2024-06-28,Completed,Medium,24
TSK-PRJ-020-012,PRJ-020,a73d2746,Indeed anything way,Far apply let hit.,EMP-0160,2024-08-02,2024-08-13,Completed,High,40
TSK-PRJ-020-013,PRJ-020,0178de26,Good cover two,Action big season no.,EMP-0098,2024-06-13,2024-06-14,Completed,Medium,8
TSK-PRJ-020-014,PRJ-020,4c66aa4d,Least perform expect anything military but,Serve item method program nature see.,EMP-0081,2024-08-29,2024-09-06,Completed,Low,40
TSK-PRJ-020-015,PRJ-020,9f601d17,Several cultural pattern,Hour among field well create.,EMP-0135,2024-05-08,2024-05-11,Completed,Medium,40
TSK-PRJ-021-001,PRJ-021,4c9e903a,Enter lot at,Trip close pull box prove speech garden.,EMP-0234,2025-12-09,2026-01-09,Completed,High,16
TSK-PRJ-021-002,PRJ-021,61022b56,Choose radio respond mind everything order,Difficult against low foreign meeting.,EMP-0086,2026-07-17,2026-09-18,Review,Low,16
TSK-PRJ-021-003,PRJ-021,86eced99,Thing eat toward unit,Simple unit arm image.,EMP-0197,2028-07-01,2028-07-22,Not Started,Medium,16
TSK-PRJ-021-004,PRJ-021,b1d29457,Degree involve dog during source from,Force heavy bar bank someone across music manage.,EMP-0156,2028-01-03,2028-02-10,Not Started,Low,24
TSK-PRJ-021-005,PRJ-021,4af715b7,Concern card worker happen rate step,Program beautiful close finally beyond you.,EMP-0238,2027-04-24,2027-04-24,Blocked,Medium,80
TSK-PRJ-021-006,PRJ-021,61022b56,Blue order past moment story expect,Left system church simply.,EMP-0039,2026-06-15,2026-08-29,Not Started,High,16
TSK-PRJ-021-007,PRJ-021,1bfb3b3d,Weight fill president spring individual,Some suggest program decision leave.,EMP-0153,2029-07-22,2029-07-27,Review,Medium,40
TSK-PRJ-021-008,PRJ-021,b1d29457,Reveal executive four,Often responsibility itself but popular wall.,EMP-0030,2027-12-26,2028-01-07,Not Started,Medium,16
TSK-PRJ-021-009,PRJ-021,6d651847,All table edge,Speech less whom situation.,EMP-0112,2027-01-04,2027-01-16,Review,Medium,8
TSK-PRJ-021-010,PRJ-021,4af715b7,Account situation west indeed,Then free among cell mention manager everyone.,EMP-0020,2027-09-07,2027-09-20,Blocked,Medium,4
TSK-PRJ-021-011,PRJ-021,1bfb3b3d,Able lot station may decision,Quite tax season event hospital more.,EMP-0102,2029-07-20,2029-07-29,Not Started,Medium,4
TSK-PRJ-021-012,PRJ-021,61022b56,Expect adult operation,Listen there upon trial.,EMP-0103,2026-08-26,2026-10-09,Blocked,Low,80
TSK-PRJ-021-013,PRJ-021,b1d29457,House above director develop,Dream able answer away sort movement tonight.,EMP-0240,2028-02-06,2028-03-05,Review,Low,80
TSK-PRJ-021-014,PRJ-021,b221e1c5,Writer degree product explain break dog,Night forget nation customer rate bag.,EMP-0065,2029-01-06,2029-01-08,In Progress,Medium,4
TSK-PRJ-021-015,PRJ-021,b221e1c5,Indeed town daughter clearly,Share eye young reality.,EMP-0234,2029-01-05,2029-01-19,Review,High,8
TSK-PRJ-021-016,PRJ-021,b221e1c5,Whole box later building,Let business property everything bar smile good.,EMP-0056,2028-10-16,2028-10-28,Blocked,Low,80
TSK-PRJ-021-017,PRJ-021,61022b56,Class garden miss,Create yard serious goal future home series.,EMP-0162,2026-10-15,2026-10-17,In Progress,Low,8
TSK-PRJ-021-018,PRJ-021,b221e1c5,Similar security at year dinner prevent,Green write value possible indeed study wide.,EMP-0186,2028-12-29,2029-01-28,Blocked,Medium,4
TSK-PRJ-021-019,PRJ-021,b221e1c5,Person allow structure,Early Mr international although blood voice.,EMP-0173,2028-12-16,2029-01-18,Not Started,Low,16
TSK-PRJ-021-020,PRJ-021,4c9e903a,Window hair marriage,Imagine ago expect continue behavior.,EMP-0183,2026-05-11,2026-05-12,In Progress,Low,24
TSK-PRJ-021-021,PRJ-021,6d651847,Five buy office old bad,Everybody success nearly.,EMP-0016,2026-11-16,2027-01-06,Not Started,Medium,4
TSK-PRJ-021-022,PRJ-021,b1d29457,Time sell American,Behavior four scientist carry behind war.,EMP-0001,2028-02-04,2028-02-18,Not Started,Medium,16
TSK-PRJ-021-023,PRJ-021,b1d29457,Blood city vote time easy free,Possible notice term piece. Like rock call.,EMP-0181,2027-12-09,2028-02-25,Not Started,Low,16
TSK-PRJ-021-024,PRJ-021,b221e1c5,Arrive decision project court,Fall carry wind in official especially pattern.,EMP-0036,2028-12-04,2029-01-26,Review,High,16
TSK-PRJ-021-025,PRJ-021,b221e1c5,Course education campaign continue political build,Car American your seat rule.,EMP-0005,2028-09-22,2028-12-09,Blocked,High,80
TSK-PRJ-022-001,PRJ-022,a1c16b96,Including game language,Right size than foot.,EMP-0002,2024-07-05,2024-07-09,Completed,High,8
TSK-PRJ-022-002,PRJ-022,a1c16b96,Thank teach production majority,Join edge item city sit.,EMP-0099,2024-06-13,2024-06-30,Completed,Medium,16
TSK-PRJ-022-003,PRJ-022,a1c16b96,Evidence international add size,Assume lawyer field difference cut tell style.,EMP-0124,2024-06-08,2024-06-14,Completed,Medium,8
TSK-PRJ-022-004,PRJ-022,81b66951,Meeting value body return miss ready,Television might financial identify as.,EMP-0168,2024-12-10,2024-12-20,Completed,High,4
TSK-PRJ-022-005,PRJ-022,feb9ea24,Physical within about when,Shoulder show information game loss cost.,EMP-0118,2024-05-13,2024-05-25,Completed,Low,24
TSK-PRJ-022-006,PRJ-022,fc7cbe71,Here person three,Animal from likely drop four dinner.,EMP-0187,2024-03-16,2024-04-02,Completed,High,24
TSK-PRJ-022-007,PRJ-022,02e460aa,Bill wrong nature,Determine Democrat he already.,EMP-0086,2024-11-02,2024-11-19,Completed,Medium,80
TSK-PRJ-022-008,PRJ-022,fc7cbe71,Behavior type partner behavior,Social Mr pick set analysis.,EMP-0240,2024-03-28,2024-04-07,Completed,High,80
TSK-PRJ-022-009,PRJ-022,a104bdce,Thought beyond mean director offer,Interview give ground.,EMP-0136,2024-02-20,2024-02-21,Completed,Low,4
TSK-PRJ-022-010,PRJ-022,fc7cbe71,Scene run cultural decide,Far article last peace.,EMP-0096,2024-04-05,2024-04-05,Completed,Medium,24
TSK-PRJ-022-011,PRJ-022,81b66951,Child as top list account,Along compare successful inside be church.,EMP-0203,2024-12-22,2024-12-29,Completed,Low,40
TSK-PRJ-022-012,PRJ-022,fc7cbe71,This most too option which one,Though church young mouth note well.,EMP-0186,2024-03-09,2024-04-03,Completed,High,80
TSK-PRJ-022-013,PRJ-022,ffbd9cdd,Image heart movement until,Break reason too discover record wear both look.,EMP-0241,2024-10-01,2024-10-01,Completed,High,4
TSK-PRJ-022-014,PRJ-022,ffbd9cdd,This drop need fund Mr employee,Nature stock analysis make study cause.,EMP-0051,2024-10-04,2024-10-07,Completed,Low,4
TSK-PRJ-022-015,PRJ-022,0623ffbf,Scene focus clearly,Yeah front almost activity agree.,EMP-0225,2024-08-09,2024-08-22,Completed,Low,24
TSK-PRJ-022-016,PRJ-022,0623ffbf,Ball read lose south keep thus,Arm piece why ago change government.,EMP-0010,2024-07-18,2024-08-23,Completed,Medium,24
TSK-PRJ-022-017,PRJ-022,0623ffbf,Property music expert mission should character,May small fire light medical.,EMP-0012,2024-08-05,2024-08-08,Completed,Medium,16
TSK-PRJ-023-001,PRJ-023,69f8d3e4,Every change help but include something,Direction focus product hand start size heart.,EMP-0106,2026-10-02,2026-11-06,Review,High,40
TSK-PRJ-023-002,PRJ-023,56830783,Improve task next peace,Sign single well.,EMP-0025,2025-12-10,2025-12-20,Completed,Medium,16
TSK-PRJ-023-003,PRJ-023,55c9bf0f,School energy safe while popular natural,Marriage us middle her shake month ask.,EMP-0006,2026-06-26,2026-08-18,Not Started,High,40
TSK-PRJ-023-004,PRJ-023,e45def26,Number prove room imagine citizen drug,Series candidate reveal suddenly issue bit.,EMP-0214,2026-06-09,2026-06-10,Blocked,High,40
TSK-PRJ-023-005,PRJ-023,b9720eec,Watch health fact them cost,Return hard myself cost court. Protect like film.,EMP-0121,2025-09-24,2025-10-01,Completed,High,24
TSK-PRJ-023-006,PRJ-023,e45def26,Happy new may,Store every rise care.,EMP-0109,2026-04-02,2026-04-23,Not Started,Low,16
TSK-PRJ-023-007,PRJ-023,56830783,Create moment onto third business,Southern south bed represent lawyer.,EMP-0206,2025-11-21,2025-12-11,Completed,High,16
TSK-PRJ-023-008,PRJ-023,b9720eec,Care popular yourself always,Talk rich what truth partner measure.,EMP-0107,2025-09-06,2025-10-23,Completed,Low,16
TSK-PRJ-023-009,PRJ-023,7b434a72,Treatment decade ago,Only free increase.,EMP-0072,2026-03-06,2026-03-06,In Progress,Low,4
TSK-PRJ-023-010,PRJ-023,7b434a72,Build right indeed able perform degree,Particular generation though baby page speak.,EMP-0188,2026-02-09,2026-03-08,Not Started,Medium,8
TSK-PRJ-023-011,PRJ-023,55c9bf0f,Series imagine color,Walk paper media available.,EMP-0183,2026-06-16,2026-08-11,Blocked,Medium,24
TSK-PRJ-023-012,PRJ-023,b9974024,Imagine section stop piece sing front,Very investment whom season mind benefit second.,EMP-0184,2027-02-06,2027-03-28,In Progress,Low,24
TSK-PRJ-023-013,PRJ-023,56830783,Huge parent stand several hit,Authority wait defense well should effect future.,EMP-0224,2025-11-20,2025-12-25,Completed,High,80
TSK-PRJ-023-014,PRJ-023,b9720eec,Phone magazine several popular central decision,Story face white break fight never soldier.,EMP-0192,2025-10-12,2025-10-14,Completed,High,80
TSK-PRJ-023-015,PRJ-023,e45def26,Do hear rich apply,Later really paper answer happy north.,EMP-0179,2026-05-09,2026-05-11,In Progress,Low,16
TSK-PRJ-023-016,PRJ-023,b9720eec,Southern idea our of wall inside,Of heart sister fast need painting outside role.,EMP-0242,2025-09-30,2025-10-12,Completed,Low,8
TSK-PRJ-023-017,PRJ-023,d5c97d5d,Bill again matter finally peace window,Well three board stuff southern.,EMP-0150,2026-11-25,2026-12-27,Review,High,16
TSK-PRJ-023-018,PRJ-023,d5c97d5d,Record wrong list huge brother shake,Politics community democratic.,EMP-0088,2026-11-16,2026-12-25,In Progress,Medium,4
TSK-PRJ-023-019,PRJ-023,b9720eec,Price night admit,Stock today whether thought brother.,EMP-0161,2025-09-10,2025-10-30,Completed,High,16
TSK-PRJ-023-020,PRJ-023,b9974024,Several name chair produce behavior nearly,Short southern finish front.,EMP-0168,2027-02-08,2027-03-19,In Progress,Low,4
TSK-PRJ-023-021,PRJ-023,b9974024,Evening together take strategy clearly sell,According system its.,EMP-0216,2027-02-17,2027-03-19,Blocked,Medium,8
TSK-PRJ-023-022,PRJ-023,55c9bf0f,Property sport friend,Answer at month.,EMP-0044,2026-07-03,2026-07-10,In Progress,Medium,40
TSK-PRJ-024-001,PRJ-024,a06303ca,Politics phone anyone happy point,Admit manager kind example class.,EMP-0187,2025-12-27,2026-01-10,Completed,High,24
TSK-PRJ-024-002,PRJ-024,b48c531b,Right step type type word not,At sing age view push enjoy wife cup.,EMP-0027,2026-02-12,2026-03-02,Not Started,High,16
TSK-PRJ-024-003,PRJ-024,5a853cd8,Name bad action support tonight,Question bad clear here.,EMP-0140,2025-12-11,2025-12-12,Completed,High,80
TSK-PRJ-024-004,PRJ-024,73b0220d,With heavy couple language through nation,Enough any which ten follow.,EMP-0163,2026-05-21,2026-05-22,Not Started,Low,24
TSK-PRJ-024-005,PRJ-024,dd56030e,Yet door daughter economic,Huge move until toward.,EMP-0097,2026-02-02,2026-02-03,Review,Medium,80
TSK-PRJ-024-006,PRJ-024,73b0220d,Cover mind wind commercial national same man,Just serious term discuss state drug boy middle.,EMP-0057,2026-05-05,2026-05-07,Review,Medium,80
TSK-PRJ-024-007,PRJ-024,b48c531b,Law record I,Door if sister chair society half able.,EMP-0129,2026-02-28,2026-03-02,Not Started,High,8
TSK-PRJ-024-008,PRJ-024,5a853cd8,Since much language,Rather if change authority.,EMP-0100,2025-12-11,2025-12-15,Completed,High,8
TSK-PRJ-024-009,PRJ-024,892fca69,Newspaper move radio,Involve participant eye national administration.,EMP-0059,2025-11-18,2025-11-21,Completed,Low,80
TSK-PRJ-024-010,PRJ-024,892fca69,Window our reality medical factor,Fear paper suffer particular.,EMP-0046,2025-11-07,2025-11-20,Completed,Low,16
TSK-PRJ-024-011,PRJ-024,892fca69,Ground condition time,Language local much will cost value.,EMP-0047,2025-10-28,2025-11-18,Completed,High,4
TSK-PRJ-024-012,PRJ-024,dd56030e,Change perhaps trip media responsibility child,Floor officer management seek.,EMP-0075,2026-02-05,2026-02-06,Review,Low,80
TSK-PRJ-024-013,PRJ-024,73b0220d,Sense hope road forward lead,Air by evidence.,EMP-0088,2026-05-10,2026-05-10,In Progress,Medium,40
TSK-PRJ-024-014,PRJ-024,7f3ef59b,Good spring family,Plant card mouth office especially.,EMP-0054,2026-04-20,2026-04-22,Review,Medium,16
TSK-PRJ-024-015,PRJ-024,b48c531b,Clearly bag quite foreign mouth,Reveal usually concern war home why.,EMP-0143,2026-02-13,2026-02-21,Review,Low,8
TSK-PRJ-024-016,PRJ-024,dd56030e,Team vote blood represent,Hand weight majority enjoy hit sure.,EMP-0145,2026-01-30,2026-01-31,In Progress,High,80
TSK-PRJ-024-017,PRJ-024,5a853cd8,Perhaps there throw station avoid strategy trial,House because family blue still.,EMP-0217,2025-12-01,2025-12-08,Completed,Medium,24
TSK-PRJ-024-018,PRJ-024,0818c965,Best sometimes language fish administration per,Recent poor board wear.,EMP-0095,2026-03-29,2026-03-31,Not Started,Medium,16
TSK-PRJ-024-019,PRJ-024,a06303ca,Model no painting strong serious according,Candidate suddenly money task give clear.,EMP-0216,2025-12-23,2026-01-08,Completed,Medium,40
TSK-PRJ-024-020,PRJ-024,5a853cd8,Tell on indeed senior much,Fear cold manage full front.,EMP-0196,2025-12-12,2025-12-12,Completed,Low,40
TSK-PRJ-024-021,PRJ-024,73b0220d,Explain maybe fight pass budget bar,World agent usually according always choose.,EMP-0153,2026-05-12,2026-05-21,In Progress,Medium,40
TSK-PRJ-024-022,PRJ-024,0818c965,Son than attorney,Food lose miss.,EMP-0179,2026-03-12,2026-03-27,In Progress,High,16
TSK-PRJ-024-023,PRJ-024,a06303ca,People respond century white real view,Large PM kid we poor change. Can suffer world.,EMP-0150,2026-01-05,2026-01-09,Completed,High,24
TSK-PRJ-024-024,PRJ-024,b48c531b,Space black card student call paper,Phone perhaps arrive. Those mind indeed.,EMP-0209,2026-02-18,2026-02-22,Review,Low,80
TSK-PRJ-024-025,PRJ-024,a06303ca,Computer Congress glass less employee,No enter career choice number allow.,EMP-0166,2025-12-22,2026-01-07,Completed,High,4
TSK-PRJ-024-026,PRJ-024,7f3ef59b,Drop bill apply than responsibility whether,Whom what unit for common office note pass.,EMP-0025,2026-04-23,2026-04-25,Review,Medium,24
TSK-PRJ-024-027,PRJ-024,5a853cd8,Nearly door coach president reflect each,Talk music floor vote environment business right.,EMP-0183,2025-12-06,2025-12-08,Completed,Medium,16
TSK-PRJ-025-001,PRJ-025,80038f26,Specific simple particularly rise Congress land,Keep cost company attorney area east too life.,EMP-0186,2026-07-04,2026-07-28,Blocked,Low,40
TSK-PRJ-025-002,PRJ-025,24aefbea,Drug chance speech sell better soldier,Role risk approach could also and.,EMP-0022,2027-06-26,2027-07-01,Review,High,4
TSK-PRJ-025-003,PRJ-025,ec737598,Project group door movement under,Dark everything few.,EMP-0250,2026-11-19,2026-11-29,In Progress,Medium,40
TSK-PRJ-025-004,PRJ-025,ec737598,The now up behavior,Poor cold unit walk.,EMP-0058,2026-12-04,2026-12-07,Not Started,Medium,8
TSK-PRJ-025-005,PRJ-025,e9d18ec2,Treatment office yeah bar,Improve sell cause boy sign pull break.,EMP-0072,2025-12-02,2026-01-30,Not Started,Low,80
TSK-PRJ-025-006,PRJ-025,80038f26,Service usually cup performance role already,Since billion share example beyond.,EMP-0102,2026-08-18,2026-09-03,Not Started,Medium,24
TSK-PRJ-025-007,PRJ-025,0662200c,Professor word change expert can style,South Democrat project.,EMP-0033,2026-05-26,2026-05-26,Not Started,Low,80
TSK-PRJ-025-008,PRJ-025,3754f16f,Near much hold several candidate,Else avoid sea. Agent wrong us institution.,EMP-0051,2025-09-09,2025-10-20,Completed,Low,40
TSK-PRJ-025-009,PRJ-025,24aefbea,International opportunity include candidate team,Practice too garden end tell still range.,EMP-0211,2027-05-09,2027-05-17,Not Started,High,4
TSK-PRJ-025-010,PRJ-025,0662200c,Admit guy toward,Left able analysis arrive budget.,EMP-0114,2026-03-28,2026-04-02,Review,Medium,80
TSK-PRJ-025-011,PRJ-025,24aefbea,Class might name might speech prove,Blue or than board garden article base.,EMP-0185,2027-04-22,2027-04-30,Not Started,Low,24
TSK-PRJ-025-012,PRJ-025,24aefbea,Wide west man current hundred,Region agent north consider.,EMP-0160,2027-06-19,2027-06-25,Blocked,Medium,80
TSK-PRJ-025-013,PRJ-025,ec737598,Current provide the customer I,Two stuff threat join chance good.,EMP-0120,2026-11-07,2026-11-07,Review,Medium,4
TSK-PRJ-026-001,PRJ-026,ad3d581e,Idea international financial form,One name walk attack resource.,EMP-0187,2025-03-06,2025-03-08,Completed,High,80
TSK-PRJ-026-002,PRJ-026,243d116d,Space father store,Upon house paper writer police possible cup.,EMP-0111,2026-03-05,2026-03-17,Review,High,24
TSK-PRJ-026-003,PRJ-026,77852ddb,Expert any look entire do company,Join decision read middle opportunity eye.,EMP-0250,2025-06-16,2025-06-26,Completed,High,80
TSK-PRJ-026-004,PRJ-026,243d116d,Democrat anything leave,Such black improve subject produce process piece.,EMP-0038,2026-02-24,2026-03-02,Blocked,Low,16
TSK-PRJ-026-005,PRJ-026,ad3d581e,Other those sister large chair born,While room Mr personal who until.,EMP-0105,2025-04-03,2025-04-16,Completed,Medium,4
TSK-PRJ-026-006,PRJ-026,59ae7302,Later they green,Scene do work win health usually much.,EMP-0183,2025-12-25,2026-01-30,Blocked,Medium,40
TSK-PRJ-026-007,PRJ-026,460d113d,Success herself be other,Share property various memory.,EMP-0064,2025-11-22,2025-11-26,Completed,Medium,4
TSK-PRJ-026-008,PRJ-026,ad3d581e,Wall prove summer professor anyone amount,Director brother toward because ok both.,EMP-0099,2025-04-09,2025-04-18,Completed,Low,40
TSK-PRJ-026-009,PRJ-026,77852ddb,Difference reveal government single least something,Consider policy those unit reduce executive.,EMP-0071,2025-07-12,2025-07-25,Completed,Medium,40
TSK-PRJ-026-010,PRJ-026,93daf60d,Night bill central,Oil during piece every national a.,EMP-0106,2025-08-17,2025-08-17,Completed,Medium,80
TSK-PRJ-026-011,PRJ-026,46d28109,House character would money,Group sense outside spring your.,EMP-0096,2025-10-04,2025-10-10,Completed,Low,8
TSK-PRJ-026-012,PRJ-026,93daf60d,Analysis effort news behind,Sister red travel growth what seek.,EMP-0196,2025-08-12,2025-08-21,Completed,Low,16
TSK-PRJ-026-013,PRJ-026,59ae7302,Indicate suddenly like science to use,Significant camera else Mrs.,EMP-0126,2025-12-19,2026-01-26,Completed,Medium,40
TSK-PRJ-026-014,PRJ-026,243d116d,Kitchen including summer,Skin style performance try.,EMP-0109,2026-02-08,2026-02-21,Not Started,Medium,16
TSK-PRJ-026-015,PRJ-026,243d116d,Find medical note read term,Future end finish process book party.,EMP-0123,2026-03-09,2026-03-22,Review,Low,8
TSK-PRJ-027-001,PRJ-027,d60f8680,Listen institution rock,Strategy Mrs side space debate.,EMP-0200,2023-10-14,2023-10-16,Completed,Low,24
TSK-PRJ-027-002,PRJ-027,394a97fd,Account agent prevent occur southern federal,Tend majority kitchen Mr ahead late.,EMP-0194,2024-04-26,2024-06-01,Completed,High,24
TSK-PRJ-027-003,PRJ-027,d60f8680,Tax hard sometimes then,Take contain industry red. Board plan page.,EMP-0162,2023-10-21,2023-10-24,Completed,Medium,80
TSK-PRJ-027-004,PRJ-027,74a12a0d,Congress seven later who,Really listen husband shake party hope billion.,EMP-0185,2024-03-12,2024-03-19,Completed,Low,4
TSK-PRJ-027-005,PRJ-027,b680873b,Someone police year accept toward Mr,Listen might how represent.,EMP-0051,2023-12-23,2023-12-26,Completed,High,16
TSK-PRJ-027-006,PRJ-027,394a97fd,Care responsibility society table police,Away room try apply more director.,EMP-0105,2024-04-22,2024-05-18,Completed,High,80
TSK-PRJ-027-007,PRJ-027,394a97fd,Happy enter method finally,Public reason discussion food.,EMP-0242,2024-05-25,2024-06-13,Completed,Medium,80
TSK-PRJ-027-008,PRJ-027,74a12a0d,Present expect level science,Suddenly baby cause cover various.,EMP-0050,2024-04-06,2024-04-12,Completed,Medium,8
TSK-PRJ-027-009,PRJ-027,7192e443,Top huge deal professor population,Majority air test never.,EMP-0012,2023-05-29,2023-06-19,Completed,High,24
TSK-PRJ-027-010,PRJ-027,7737cfb5,Step effort resource create,Participant society director rest me certain.,EMP-0118,2024-01-06,2024-02-12,Completed,High,8
TSK-PRJ-027-011,PRJ-027,d60f8680,Resource how listen,Method attack interesting writer everything.,EMP-0140,2023-09-20,2023-10-14,Completed,Medium,40
TSK-PRJ-027-012,PRJ-027,7192e443,Read little people late six,Administration rather sense song.,EMP-0029,2023-06-10,2023-07-05,Completed,Medium,24
TSK-PRJ-028-001,PRJ-028,6241cba3,Nothing international only method choice thought,Article year fire official car look ever last.,EMP-0053,2025-09-28,2025-10-16,Completed,Low,16
TSK-PRJ-028-002,PRJ-028,07bf63ee,Report company car data news,Or clear dog nothing billion.,EMP-0233,2024-11-10,2024-11-23,Completed,Medium,40
TSK-PRJ-028-003,PRJ-028,6f73573b,Decide common term under Republican news,Cold building staff address discover.,EMP-0139,2026-01-15,2026-01-15,Completed,High,16
TSK-PRJ-028-004,PRJ-028,6241cba3,And ahead subject,Public newspaper soon lose hit action base far.,EMP-0203,2025-09-18,2025-10-06,Completed,Medium,16
TSK-PRJ-028-005,PRJ-028,07bf63ee,Operation sense skill,Inside seem task political crime.,EMP-0169,2024-10-14,2024-11-06,Completed,High,4
TSK-PRJ-028-006,PRJ-028,b319f18d,Lead seem trouble,Have spring want.,EMP-0143,2024-06-23,2024-07-12,Completed,Medium,40
TSK-PRJ-028-007,PRJ-028,6f73573b,Actually positive trouble,Test remember region through wall.,EMP-0177,2025-11-23,2025-12-01,Completed,High,8
TSK-PRJ-028-008,PRJ-028,669be896,Light mission address significant set involve,Dark network help rise north if home.,EMP-0023,2025-07-13,2025-07-26,Completed,High,16
TSK-PRJ-028-009,PRJ-028,6241cba3,Authority air sort investment guy such,Lawyer help really door against beautiful it.,EMP-0211,2025-09-27,2025-10-20,Completed,High,40
TSK-PRJ-028-010,PRJ-028,cbf85149,Take set woman occur various wait,Guess member will brother main fact bed.,EMP-0004,2025-03-25,2025-04-01,Completed,High,40
TSK-PRJ-028-011,PRJ-028,c497d0a8,Exactly part or,Job computer cell wall.,EMP-0023,2025-01-25,2025-02-20,Completed,Medium,4
