assignment_id,task_id,employee_id,role,start_date,end_date,allocated_hours
5461bb1c,TSK-PRJ-013-013,EMP-0068,Support,2025-04-06,2025-04-06,7
0de14b43,TSK-PRJ-013-014,EMP-0020,Lead,2025-03-07,2025-04-21,8
37a1c676,TSK-PRJ-013-015,EMP-0026,Lead,2024-06-30,2024-07-18,16
aa17025d,TSK-PRJ-013-015,EMP-0090,Support,2024-06-30,2024-07-18,7
ff3490a4,TSK-PRJ-013-016,EMP-0204,Lead,2024-09-21,2024-09-23,8
f84dfbca,TSK-PRJ-013-017,EMP-0110,Lead,2024-11-02,2024-12-14,40
bcc7303f,TSK-PRJ-013-018,EMP-0031,Lead,2025-03-26,2025-04-20,16
dfbef031,TSK-PRJ-013-018,EMP-0116,QA,2025-03-26,2025-04-20,5
9e60aa15,TSK-PRJ-013-018,EMP-0125,Support,2025-03-26,2025-04-20,2
13422031,TSK-PRJ-013-018,EMP-0008,QA,2025-03-26,2025-04-20,3
610c33dc,TSK-PRJ-013-019,EMP-0047,Lead,2025-05-26,2025-06-17,80
95d650e5,TSK-PRJ-013-020,EMP-0119,Lead,2024-08-26,2024-09-25,4
bd9a92c1,TSK-PRJ-013-020,EMP-0040,Reviewer,2024-08-26,2024-09-25,1
60d4417c,TSK-PRJ-013-020,EMP-0004,Support,2024-08-26,2024-09-25,1
9275328c,TSK-PRJ-013-021,EMP-0245,Lead,2025-10-27,2025-10-27,24
cc77f138,TSK-PRJ-013-021,EMP-0052,QA,2025-10-27,2025-10-27,3
d8f8cb0a,TSK-PRJ-013-021,EMP-0164,QA,2025-10-27,2025-10-27,10
aaa835c1,TSK-PRJ-013-021,EMP-0142,QA,2025-10-27,2025-10-27,4
327549f1,TSK-PRJ-013-022,EMP-0230,Lead,2024-12-18,2025-01-02,4
f94d4236,TSK-PRJ-013-022,EMP-0064,QA,2024-12-18,2025-01-02,1
1a84af59,TSK-PRJ-013-022,EMP-0221,Reviewer,2024-12-18,2025-01-02,1
6e09069d,TSK-PRJ-013-022,EMP-0020,Reviewer,2024-12-18,2025-01-02,1
77c979c1,TSK-PRJ-013-023,EMP-0013,Lead,2024-12-01,2024-12-17,24
b54cc033,TSK-PRJ-013-023,EMP-0004,QA,2024-12-01,2024-12-17,11
2e5cfd07,TSK-PRJ-013-023,EMP-0219,Support,2024-12-01,2024-12-17,9
2f991987,TSK-PRJ-013-023,EMP-0124,Support,2024-12-01,2024-12-17,6
f7916b38,TSK-PRJ-013-024,EMP-0129,Lead,2025-09-26,2025-10-02,8
b774571e,TSK-PRJ-013-025,EMP-0104,Lead,2025-01-20,2025-01-24,8
7ac55206,TSK-PRJ-013-025,EMP-0140,Reviewer,2025-01-20,2025-01-24,3
17b789cc,TSK-PRJ-013-025,EMP-0137,QA,2025-01-20,2025-01-24,2
cd5e4d31,TSK-PRJ-013-025,EMP-0235,QA,2025-01-20,2025-01-24,3
eab0ccb6,TSK-PRJ-013-026,EMP-0151,Lead,2025-06-09,2025-06-23,24
343981ba,TSK-PRJ-013-027,EMP-0022,Lead,2025-05-10,2025-05-30,24
19d6f0c7,TSK-PRJ-013-027,EMP-0103,Support,2025-05-10,2025-05-30,3
97469f46,TSK-PRJ-013-027,EMP-0062,Support,2025-05-10,2025-05-30,6
3c856441,TSK-PRJ-013-028,EMP-0125,Lead,2024-11-24,2024-12-13,4
03c61fc3,TSK-PRJ-013-028,EMP-0073,QA,2024-11-24,2024-12-13,1
3c32cb12,TSK-PRJ-013-029,EMP-0196,Lead,2025-04-30,2025-05-14,40
063ecc12,TSK-PRJ-013-029,EMP-0087,QA,2025-04-30,2025-05-14,15
bc6d9653,TSK-PRJ-014-001,EMP-0105,Lead,2027-01-31,2027-03-07,40
f71bc83d,TSK-PRJ-014-001,EMP-0171,Reviewer,2027-01-31,2027-03-07,4
6d2e6d15,TSK-PRJ-014-001,EMP-0180,QA,2027-01-31,2027-03-07,12
ac0d4e02,TSK-PRJ-014-001,EMP-0092,QA,2027-01-31,2027-03-07,13
39a4eec7,TSK-PRJ-014-002,EMP-0149,Lead,2027-12-20,2028-01-30,24
f689a619,TSK-PRJ-014-002,EMP-0060,Support,2027-12-20,2028-01-30,10
f6b1fc5e,TSK-PRJ-014-002,EMP-0153,Support,2027-12-20,2028-01-30,7
e4d1b17b,TSK-PRJ-014-003,EMP-0189,Lead,2025-05-24,2025-08-16,8
ee052741,TSK-PRJ-014-004,EMP-0213,Lead,2028-01-25,2028-02-07,16
59260b57,TSK-PRJ-014-004,EMP-0024,Reviewer,2028-01-25,2028-02-07,3
15ca0ae9,TSK-PRJ-014-005,EMP-0190,Lead,2025-04-08,2025-05-07,16
42ae1166,TSK-PRJ-014-005,EMP-0237,Reviewer,2025-04-08,2025-05-07,4
3e3c54d1,TSK-PRJ-014-005,EMP-0110,Reviewer,2025-04-08,2025-05-07,1
81834198,TSK-PRJ-014-005,EMP-0056,Support,2025-04-08,2025-05-07,4
52da83c7,TSK-PRJ-014-006,EMP-0161,Lead,2025-07-15,2025-07-31,4
cd020883,TSK-PRJ-014-006,EMP-0160,QA,2025-07-15,2025-07-31,1
f6c3701a,TSK-PRJ-014-006,EMP-0053,Support,2025-07-15,2025-07-31,1
25a965a3,TSK-PRJ-014-006,EMP-0130,Reviewer,2025-07-15,2025-07-31,1
8a165f29,TSK-PRJ-014-007,EMP-0068,Lead,2027-05-12,2027-07-23,4
a51ca362,TSK-PRJ-014-007,EMP-0234,Reviewer,2027-05-12,2027-07-23,1
41347e30,TSK-PRJ-014-007,EMP-0077,QA,2027-05-12,2027-07-23,1
b0105e4e,TSK-PRJ-014-007,EMP-0052,QA,2027-05-12,2027-07-23,1
8320fadc,TSK-PRJ-014-008,EMP-0030,Lead,2028-07-17,2028-08-16,4
75fb04b0,TSK-PRJ-014-008,EMP-0085,Reviewer,2028-07-17,2028-08-16,1
6ae91bd9,TSK-PRJ-014-008,EMP-0003,QA,2028-07-17,2028-08-16,1
fae80b1a,TSK-PRJ-014-008,EMP-0033,Reviewer,2028-07-17,2028-08-16,1
a9ef792a,TSK-PRJ-014-009,EMP-0019,Lead,2027-06-17,2027-07-26,8
15d4c00c,TSK-PRJ-014-009,EMP-0236,Support,2027-06-17,2027-07-26,1
5e806f8a,TSK-PRJ-014-009,EMP-0086,QA,2027-06-17,2027-07-26,3
9ae45979,TSK-PRJ-014-010,EMP-0178,Lead,2025-09-02,2025-10-09,16
4d6c8a7b,TSK-PRJ-014-010,EMP-0158,Reviewer,2025-09-02,2025-10-09,3
6b111b61,TSK-PRJ-014-010,EMP-0233,QA,2025-09-02,2025-10-09,6
378c5044,TSK-PRJ-014-010,EMP-0067,QA,2025-09-02,2025-10-09,6
6f019e2c,TSK-PRJ-014-011,EMP-0149,Lead,2027-02-08,2027-02-13,40
6a0ddc18,TSK-PRJ-014-011,EMP-0036,Reviewer,2027-02-08,2027-02-13,8
d94497fe,TSK-PRJ-014-011,EMP-0247,Support,2027-02-08,2027-02-13,14
19b8350b,TSK-PRJ-014-011,EMP-0017,Support,2027-02-08,2027-02-13,19
51977641,TSK-PRJ-014-012,EMP-0240,Lead,2026-08-21,2026-09-15,8
73e285f6,TSK-PRJ-014-012,EMP-0047,Support,2026-08-21,2026-09-15,2
c09967e8,TSK-PRJ-014-012,EMP-0080,Reviewer,2026-08-21,2026-09-15,2
d4cb0420,TSK-PRJ-014-012,EMP-0202,Support,2026-08-21,2026-09-15,3
1406ba9f,TSK-PRJ-014-013,EMP-0047,Lead,2025-05-30,2025-10-17,40
42792e8d,TSK-PRJ-014-013,EMP-0048,QA,2025-05-30,2025-10-17,4
9b0067c6,TSK-PRJ-014-014,EMP-0108,Lead,2027-11-08,2028-03-02,24
5ff776b3,TSK-PRJ-014-014,EMP-0215,QA,2027-11-08,2028-03-02,4
13fea0f1,TSK-PRJ-015-001,EMP-0020,Lead,2025-02-07,2025-03-16,4
ca1867a6,TSK-PRJ-015-001,EMP-0048,Reviewer,2025-02-07,2025-03-16,1
9845a796,TSK-PRJ-015-002,EMP-0102,Lead,2026-08-24,2026-08-31,40
a9bd5c37,TSK-PRJ-015-002,EMP-0030,Support,2026-08-24,2026-08-31,17
c5056122,TSK-PRJ-015-002,EMP-0172,QA,2026-08-24,2026-08-31,14
9815b2d1,TSK-PRJ-015-002,EMP-0015,QA,2026-08-24,2026-08-31,4
240c18f8,TSK-PRJ-015-003,EMP-0181,Lead,2026-05-24,2026-09-02,4
16cd7b0e,TSK-PRJ-015-003,EMP-0036,Reviewer,2026-05-24,2026-09-02,1
9ce4331e,TSK-PRJ-015-003,EMP-0027,Support,2026-05-24,2026-09-02,1
c1837629,TSK-PRJ-015-004,EMP-0237,Lead,2026-10-09,2026-12-14,8
6084004a,TSK-PRJ-015-005,EMP-0008,Lead,2026-05-09,2026-05-20,40
ecf4d42c,TSK-PRJ-015-005,EMP-0238,Support,2026-05-09,2026-05-20,15
5042f46c,TSK-PRJ-015-006,EMP-0015,Lead,2025-03-08,2025-03-26,24
8ee62d71,TSK-PRJ-015-006,EMP-0242,Support,2025-03-08,2025-03-26,6
7dcc57c5,TSK-PRJ-015-006,EMP-0171,Support,2025-03-08,2025-03-26,7
e37e9424,TSK-PRJ-015-006,EMP-0073,Support,2025-03-08,2025-03-26,7
9b874569,TSK-PRJ-015-007,EMP-0206,Lead,2026-05-02,2026-05-04,24
5d165771,TSK-PRJ-015-007,EMP-0010,QA,2026-05-02,2026-05-04,10
1ee50b79,TSK-PRJ-015-007,EMP-0083,Reviewer,2026-05-02,2026-05-04,6
53821a27,TSK-PRJ-015-007,EMP-0180,Reviewer,2026-05-02,2026-05-04,11
641e971f,TSK-PRJ-015-008,EMP-0183,Lead,2025-12-22,2026-01-15,4
1cb8c790,TSK-PRJ-015-009,EMP-0165,Lead,2025-02-19,2025-03-27,16
8a9fe040,TSK-PRJ-015-009,EMP-0013,QA,2025-02-19,2025-03-27,2
ee367dcd,TSK-PRJ-015-009,EMP-0041,QA,2025-02-19,2025-03-27,6
9a5e9518,TSK-PRJ-015-010,EMP-0059,Lead,2026-04-21,2026-05-06,40
d86bed9a,TSK-PRJ-015-011,EMP-0244,Lead,2025-10-04,2025-10-10,80
4806011b,TSK-PRJ-015-011,EMP-0176,Support,2025-10-04,2025-10-10,33
d18ad2a7,TSK-PRJ-015-011,EMP-0060,Support,2025-10-04,2025-10-10,26
94f58e2e,TSK-PRJ-015-011,EMP-0013,QA,2025-10-04,2025-10-10,17
2128cbf8,TSK-PRJ-015-012,EMP-0037,Lead,2026-12-31,2027-03-25,80
c09de425,TSK-PRJ-015-012,EMP-0205,QA,2026-12-31,2027-03-25,21
646ee45b,TSK-PRJ-015-013,EMP-0064,Lead,2027-03-22,2027-03-31,24
bb32b05a,TSK-PRJ-015-013,EMP-0006,Support,2027-03-22,2027-03-31,9
5480b898,TSK-PRJ-015-013,EMP-0096,QA,2027-03-22,2027-03-31,3
81d0be42,TSK-PRJ-015-013,EMP-0131,Support,2027-03-22,2027-03-31,10
3098a5fa,TSK-PRJ-015-014,EMP-0204,Lead,2026-03-08,2026-04-26,24
26089d2b,TSK-PRJ-015-014,EMP-0012,QA,2026-03-08,2026-04-26,4
6d70a72e,TSK-PRJ-015-014,EMP-0150,Support,2026-03-08,2026-04-26,2
e4dfd2e9,TSK-PRJ-015-015,EMP-0148,Lead,2025-07-08,2025-07-10,80
33e25f16,TSK-PRJ-015-015,EMP-0042,Support,2025-07-08,2025-07-10,16
b304049e,TSK-PRJ-015-016,EMP-0217,Lead,2026-11-11,2026-12-15,24
9e1a8a80,TSK-PRJ-015-016,EMP-0123,Support,2026-11-11,2026-12-15,5
9b41d9ff,TSK-PRJ-015-016,EMP-0118,QA,2026-11-11,2026-12-15,5
7754c64f,TSK-PRJ-015-017,EMP-0103,Lead,2025-12-08,2025-12-29,8
5caa3783,TSK-PRJ-015-017,EMP-0071,Reviewer,2025-12-08,2025-12-29,1
b41ffd0a,TSK-PRJ-015-017,EMP-0026,Support,2025-12-08,2025-12-29,3
25e546f1,TSK-PRJ-015-018,EMP-0073,Lead,2025-08-14,2025-10-02,8
a5abda7b,TSK-PRJ-015-018,EMP-0052,Support,2025-08-14,2025-10-02,1
3a014a9b,TSK-PRJ-015-018,EMP-0116,QA,2025-08-14,2025-10-02,1
3236c39b,TSK-PRJ-015-019,EMP-0192,Lead,2025-04-09,2025-05-21,24
80a9bc95,TSK-PRJ-015-020,EMP-0104,Lead,2025-08-09,2025-10-20,4
76222b30,TSK-PRJ-015-021,EMP-0132,Lead,2025-04-25,2025-06-03,4
cec1336f,TSK-PRJ-015-021,EMP-0126,Support,2025-04-25,2025-06-03,1
3651897a,TSK-PRJ-015-021,EMP-0127,Support,2025-04-25,2025-06-03,1
98d2f3be,TSK-PRJ-015-021,EMP-0042,Support,2025-04-25,2025-06-03,1
fa2bc243,TSK-PRJ-015-022,EMP-0001,Lead,2026-08-15,2026-08-18,40
ecdce9e9,TSK-PRJ-016-001,EMP-0124,Lead,2027-07-25,2027-08-03,40
6ccc39c5,TSK-PRJ-016-001,EMP-0181,Reviewer,2027-07-25,2027-08-03,18
9d86a0de,TSK-PRJ-016-002,EMP-0132,Lead,2026-04-26,2026-09-18,80
a8465c0e,TSK-PRJ-016-003,EMP-0078,Lead,2027-07-13,2027-08-06,8
89c2298e,TSK-PRJ-016-003,EMP-0131,QA,2027-07-13,2027-08-06,2
cd5795eb,TSK-PRJ-016-003,EMP-0110,Support,2027-07-13,2027-08-06,2
bb23c98c,TSK-PRJ-016-004,EMP-0020,Lead,2026-02-06,2026-02-16,16
85401a91,TSK-PRJ-016-004,EMP-0100,QA,2026-02-06,2026-02-16,1
a0bc3c69,TSK-PRJ-016-005,EMP-0163,Lead,2027-02-07,2027-02-17,8
949442f4,TSK-PRJ-016-005,EMP-0155,Support,2027-02-07,2027-02-17,1
c4cb8f3d,TSK-PRJ-016-005,EMP-0017,Support,2027-02-07,2027-02-17,2
3826995f,TSK-PRJ-016-006,EMP-0198,Lead,2024-06-04,2024-06-14,8
90e39327,TSK-PRJ-016-006,EMP-0165,Reviewer,2024-06-04,2024-06-14,1
28acec08,TSK-PRJ-016-006,EMP-0002,Support,2024-06-04,2024-06-14,1
409f77b1,TSK-PRJ-016-006,EMP-0084,QA,2024-06-04,2024-06-14,3
fa923fde,TSK-PRJ-016-007,EMP-0077,Lead,2027-01-13,2027-02-12,4
66c0d3b5,TSK-PRJ-016-008,EMP-0051,Lead,2025-02-14,2025-03-13,16
25a3e6bb,TSK-PRJ-016-009,EMP-0028,Lead,2026-04-05,2026-04-13,80
8cdce91f,TSK-PRJ-016-009,EMP-0183,Support,2026-04-05,2026-04-13,24
7e9fa5dc,TSK-PRJ-016-009,EMP-0136,Support,2026-04-05,2026-04-13,31
05c87765,TSK-PRJ-016-010,EMP-0084,Lead,2026-06-07,2026-09-13,80
28aca4da,TSK-PRJ-016-010,EMP-0025,Support,2026-06-07,2026-09-13,31
7c2178e4,TSK-PRJ-016-010,EMP-0131,QA,2026-06-07,2026-09-13,24
fde79f7c,TSK-PRJ-016-011,EMP-0203,Lead,2026-03-20,2026-04-18,8
3378aa89,TSK-PRJ-016-011,EMP-0164,Reviewer,2026-03-20,2026-04-18,2
763dffdb,TSK-PRJ-016-011,EMP-0241,Support,2026-03-20,2026-04-18,1
d041efd4,TSK-PRJ-016-011,EMP-0105,Reviewer,2026-03-20,2026-04-18,2
0ccc48bd,TSK-PRJ-016-012,EMP-0108,Lead,2026-01-12,2026-01-31,16
f6ef23a4,TSK-PRJ-016-013,EMP-0015,Lead,2026-04-08,2026-04-17,16
9201b567,TSK-PRJ-016-013,EMP-0033,Reviewer,2026-04-08,2026-04-17,7
520a6bce,TSK-PRJ-016-014,EMP-0119,Lead,2026-01-09,2026-04-15,24
001e537a,TSK-PRJ-016-014,EMP-0026,QA,2026-01-09,2026-04-15,5
b438e3b8,TSK-PRJ-016-015,EMP-0097,Lead,2026-05-08,2026-05-25,8
d1264de7,TSK-PRJ-016-015,EMP-0192,Reviewer,2026-05-08,2026-05-25,3
9f17eeb8,TSK-PRJ-016-015,EMP-0002,QA,2026-05-08,2026-05-25,3
7cd7a80a,TSK-PRJ-016-015,EMP-0120,Reviewer,2026-05-08,2026-05-25,3
f75e0d0d,TSK-PRJ-016-016,EMP-0197,Lead,2025-07-19,2025-11-02,4
ce03d4c0,TSK-PRJ-016-016,EMP-0127,QA,2025-07-19,2025-11-02,1
b9f4b14e,TSK-PRJ-016-016,EMP-0098,Support,2025-07-19,2025-11-02,1
b64ef7ae,TSK-PRJ-016-017,EMP-0137,Lead,2025-09-20,2025-10-08,40
0cc46732,TSK-PRJ-016-017,EMP-0098,Support,2025-09-20,2025-10-08,8
26cbab65,TSK-PRJ-016-017,EMP-0023,QA,2025-09-20,2025-10-08,7
24bee05c,TSK-PRJ-016-018,EMP-0003,Lead,2024-11-28,2024-12-09,16
c1cee1b3,TSK-PRJ-016-018,EMP-0060,QA,2024-11-28,2024-12-09,2
0743e8c1,TSK-PRJ-016-018,EMP-0016,Reviewer,2024-11-28,2024-12-09,5
b03189b5,TSK-PRJ-016-019,EMP-0231,Lead,2025-01-04,2025-02-06,24
c875ccb0,TSK-PRJ-016-020,EMP-0208,Lead,2024-08-09,2024-10-24,40
70f2d3a2,TSK-PRJ-016-020,EMP-0100,Reviewer,2024-08-09,2024-10-24,7
d4374745,TSK-PRJ-016-020,EMP-0149,QA,2024-08-09,2024-10-24,5
9ded3241,TSK-PRJ-016-020,EMP-0157,Reviewer,2024-08-09,2024-10-24,14
58f184c9,TSK-PRJ-017-001,EMP-0049,Lead,2024-09-05,2024-09-10,40
20657718,TSK-PRJ-017-001,EMP-0148,Support,2024-09-05,2024-09-10,11
3012f305,TSK-PRJ-017-001,EMP-0185,Support,2024-09-05,2024-09-10,14
40a0dae1,TSK-PRJ-017-001,EMP-0143,Reviewer,2024-09-05,2024-09-10,11
7e99e1e7,TSK-PRJ-017-002,EMP-0082,Lead,2024-04-24,2024-04-25,24
c51df0ca,TSK-PRJ-017-003,EMP-0182,Lead,2024-04-30,2024-04-30,80
eda2ad63,TSK-PRJ-017-003,EMP-0080,Reviewer,2024-04-30,2024-04-30,32
22eb4986,TSK-PRJ-017-003,EMP-0034,Reviewer,2024-04-30,2024-04-30,39
32118c06,TSK-PRJ-017-004,EMP-0172,Lead,2024-02-16,2024-02-24,24
3ee1b480,TSK-PRJ-017-004,EMP-0250,QA,2024-02-16,2024-02-24,3
a271cc1e,TSK-PRJ-017-004,EMP-0194,Support,2024-02-16,2024-02-24,3
4ebadc94,TSK-PRJ-017-005,EMP-0235,Lead,2024-06-29,2024-07-01,40
6a14ad87,TSK-PRJ-017-006,EMP-0210,Lead,2024-04-14,2024-05-02,4
eb3e0e8a,TSK-PRJ-017-006,EMP-0098,Reviewer,2024-04-14,2024-05-02,1
4a7c1852,TSK-PRJ-017-006,EMP-0043,QA,2024-04-14,2024-05-02,1
0d95d9a7,TSK-PRJ-017-007,EMP-0205,Lead,2024-03-08,2024-03-16,80
16d586c1,TSK-PRJ-017-007,EMP-0077,QA,2024-03-08,2024-03-16,11
6c17db7d,TSK-PRJ-017-008,EMP-0111,Lead,2024-07-19,2024-08-09,24
a96d645f,TSK-PRJ-017-008,EMP-0059,Support,2024-07-19,2024-08-09,7
a956d140,TSK-PRJ-017-008,EMP-0047,QA,2024-07-19,2024-08-09,11
cdf691f7,TSK-PRJ-017-008,EMP-0108,Reviewer,2024-07-19,2024-08-09,6
5dbb5f6f,TSK-PRJ-017-009,EMP-0135,Lead,2024-01-20,2024-01-24,40
3e3ae5dc,TSK-PRJ-017-010,EMP-0091,Lead,2024-04-08,2024-05-01,24
ed610ea2,TSK-PRJ-017-010,EMP-0114,Support,2024-04-08,2024-05-01,6
7c3e3aa5,TSK-PRJ-017-010,EMP-0068,Support,2024-04-08,2024-05-01,10
e254b249,TSK-PRJ-017-011,EMP-0194,Lead,2024-03-08,2024-03-11,80
34322572,TSK-PRJ-017-011,EMP-0018,Support,2024-03-08,2024-03-11,37
a6c2b43a,TSK-PRJ-017-011,EMP-0090,Support,2024-03-08,2024-03-11,30
b56b9a0b,TSK-PRJ-017-011,EMP-0051,Support,2024-03-08,2024-03-11,18
c2137a0d,TSK-PRJ-017-012,EMP-0003,Lead,2024-02-02,2024-02-18,80
ea809596,TSK-PRJ-017-013,EMP-0232,Lead,2024-01-19,2024-01-22,4
b83f0063,TSK-PRJ-017-014,EMP-0193,Lead,2024-04-19,2024-05-02,80
f9dea644,TSK-PRJ-017-014,EMP-0232,Reviewer,2024-04-19,2024-05-02,14
88046d28,TSK-PRJ-017-014,EMP-0221,Support,2024-04-19,2024-05-02,30
62061f12,TSK-PRJ-017-014,EMP-0044,Support,2024-04-19,2024-05-02,14
6f0fb41e,TSK-PRJ-017-015,EMP-0206,Lead,2024-06-14,2024-07-02,8
2a3af54d,TSK-PRJ-017-015,EMP-0107,Reviewer,2024-06-14,2024-07-02,1
87308a95,TSK-PRJ-017-015,EMP-0029,QA,2024-06-14,2024-07-02,3
fdcc8100,TSK-PRJ-017-016,EMP-0139,Lead,2024-02-16,2024-02-21,16
1d0dc3cd,TSK-PRJ-017-016,EMP-0168,Support,2024-02-16,2024-02-21,3
ce3aa5dd,TSK-PRJ-017-016,EMP-0153,Support,2024-02-16,2024-02-21,3
cd6b8d3b,TSK-PRJ-017-016,EMP-0058,Support,2024-02-16,2024-02-21,7
277d05d7,TSK-PRJ-017-017,EMP-0209,Lead,2024-09-06,2024-09-11,40
eb1c91b6,TSK-PRJ-017-018,EMP-0111,Lead,2024-05-12,2024-05-25,8
e3279aef,TSK-PRJ-017-018,EMP-0089,QA,2024-05-12,2024-05-25,3
ae0f85eb,TSK-PRJ-017-018,EMP-0041,Support,2024-05-12,2024-05-25,2
c535fb4c,TSK-PRJ-017-019,EMP-0111,Lead,2024-04-17,2024-04-19,24
d713d78e,TSK-PRJ-017-019,EMP-0056,Reviewer,2024-04-17,2024-04-19,7
732198d9,TSK-PRJ-017-020,EMP-0086,Lead,2024-06-11,2024-07-06,8
3d61a1ef,TSK-PRJ-017-020,EMP-0228,Support,2024-06-11,2024-07-06,1
4f42889e,TSK-PRJ-017-020,EMP-0108,Support,2024-06-11,2024-07-06,1
e74cef3f,TSK-PRJ-017-021,EMP-0185,Lead,2024-02-23,2024-02-27,8
ae7d7081,TSK-PRJ-017-021,EMP-0192,Support,2024-02-23,2024-02-27,3
e8efc4bb,TSK-PRJ-017-021,EMP-0221,Reviewer,2024-02-23,2024-02-27,1
2f502567,TSK-PRJ-017-022,EMP-0229,Lead,2024-08-08,2024-08-08,8
97826620,TSK-PRJ-017-022,EMP-0045,Support,2024-08-08,2024-08-08,1
6463ca6c,TSK-PRJ-017-022,EMP-0200,Reviewer,2024-08-08,2024-08-08,1
0443df34,TSK-PRJ-018-001,EMP-0237,Lead,2023-07-06,2023-07-31,4
80901edf,TSK-PRJ-018-001,EMP-0219,Reviewer,2023-07-06,2023-07-31,1
9f7d5c8a,TSK-PRJ-018-002,EMP-0123,Lead,2025-05-06,2025-08-01,40
1200630a,TSK-PRJ-018-002,EMP-0018,QA,2025-05-06,2025-08-01,16
9f7f8fdc,TSK-PRJ-018-003,EMP-0079,Lead,2024-06-08,2024-06-09,40
0290a786,TSK-PRJ-018-003,EMP-0055,Support,2024-06-08,2024-06-09,15
a4881e04,TSK-PRJ-018-004,EMP-0070,Lead,2023-12-27,2024-02-01,8
9f41ebfb,TSK-PRJ-018-005,EMP-0224,Lead,2026-01-24,2026-01-29,24
7ab09e1b,TSK-PRJ-018-005,EMP-0096,QA,2026-01-24,2026-01-29,10
6055b3f6,TSK-PRJ-018-006,EMP-0144,Lead,2023-08-24,2023-10-05,80
5709a84c,TSK-PRJ-018-006,EMP-0112,Reviewer,2023-08-24,2023-10-05,30
a3a03b37,TSK-PRJ-018-006,EMP-0033,QA,2023-08-24,2023-10-05,30
d4f188e0,TSK-PRJ-018-006,EMP-0019,QA,2023-08-24,2023-10-05,22
d9a3959d,TSK-PRJ-018-007,EMP-0087,Lead,2024-10-11,2024-11-01,24
385da49b,TSK-PRJ-018-007,EMP-0156,Reviewer,2024-10-11,2024-11-01,8
2f2f098e,TSK-PRJ-018-008,EMP-0065,Lead,2023-08-05,2023-09-18,80
fc8372b2,TSK-PRJ-018-008,EMP-0142,Reviewer,2023-08-05,2023-09-18,27
f2b27c96,TSK-PRJ-018-008,EMP-0049,QA,2023-08-05,2023-09-18,39
ab7af4cf,TSK-PRJ-018-009,EMP-0036,Lead,2023-05-18,2023-05-25,24
b13780e2,TSK-PRJ-018-009,EMP-0013,QA,2023-05-18,2023-05-25,5
64265a67,TSK-PRJ-018-010,EMP-0082,Lead,2024-12-20,2025-01-25,40
b44e282d,TSK-PRJ-018-010,EMP-0137,Reviewer,2024-12-20,2025-01-25,10
8eadd0a4,TSK-PRJ-018-010,EMP-0243,QA,2024-12-20,2025-01-25,19
b97c5ba7,TSK-PRJ-018-011,EMP-0060,Lead,2025-12-24,2026-02-21,8
06f7cf07,TSK-PRJ-018-011,EMP-0242,Support,2025-12-24,2026-02-21,2
ec3e8df4,TSK-PRJ-018-011,EMP-0197,Reviewer,2025-12-24,2026-02-21,3
b309faba,TSK-PRJ-018-012,EMP-0181,Lead,2025-07-21,2025-08-17,24
ecb8a955,TSK-PRJ-018-012,EMP-0214,Reviewer,2025-07-21,2025-08-17,11
adb5a978,TSK-PRJ-018-012,EMP-0202,QA,2025-07-21,2025-08-17,9
4ee48302,TSK-PRJ-018-012,EMP-0102,Reviewer,2025-07-21,2025-08-17,6
7dc5018c,TSK-PRJ-018-013,EMP-0181,Lead,2025-10-30,2026-02-28,4
7253486e,TSK-PRJ-018-013,EMP-0011,Support,2025-10-30,2026-02-28,1
1ad753d0,TSK-PRJ-018-014,EMP-0064,Lead,2025-02-07,2025-04-02,40
b0fd219e,TSK-PRJ-018-014,EMP-0050,QA,2025-02-07,2025-04-02,13
775b583a,TSK-PRJ-018-015,EMP-0062,Lead,2024-03-18,2024-04-14,4
adb3a657,TSK-PRJ-018-015,EMP-0180,Support,2024-03-18,2024-04-14,1
b8faa516,TSK-PRJ-018-016,EMP-0145,Lead,2023-06-12,2023-06-19,4
540541d0,TSK-PRJ-018-016,EMP-0213,QA,2023-06-12,2023-06-19,1
224a67de,TSK-PRJ-018-016,EMP-0037,QA,2023-06-12,2023-06-19,1
bf8aeb85,TSK-PRJ-018-016,EMP-0200,Reviewer,2023-06-12,2023-06-19,1
f02e461d,TSK-PRJ-018-017,EMP-0152,Lead,2025-03-05,2025-04-14,80
92fcdc0b,TSK-PRJ-018-017,EMP-0030,Reviewer,2025-03-05,2025-04-14,31
fc235c28,TSK-PRJ-018-017,EMP-0201,QA,2025-03-05,2025-04-14,36
b0ee544b,TSK-PRJ-018-018,EMP-0156,Lead,2025-01-10,2025-01-25,24
0d5f6b72,TSK-PRJ-018-018,EMP-0200,QA,2025-01-10,2025-01-25,3
2198fc38,TSK-PRJ-018-018,EMP-0078,QA,2025-01-10,2025-01-25,6
0e06bb2b,TSK-PRJ-019-001,EMP-0119,Lead,2026-01-18,2026-01-28,4
c09c413a,TSK-PRJ-019-002,EMP-0209,Lead,2026-01-19,2026-01-22,8
2c1d57a2,TSK-PRJ-019-002,EMP-0058,Support,2026-01-19,2026-01-22,1
d525e946,TSK-PRJ-019-002,EMP-0120,Support,2026-01-19,2026-01-22,1
5b715f52,TSK-PRJ-019-002,EMP-0183,QA,2026-01-19,2026-01-22,1
27dffdad,TSK-PRJ-019-003,EMP-0130,Lead,2026-11-03,2026-11-27,80
0e4b738e,TSK-PRJ-019-003,EMP-0250,QA,2026-11-03,2026-11-27,32
